,confidence(%),true data
905,10.50537124,3877.77
906,8.612588946,3885.21
907,7.010074204,3936.5
908,5.850436108,4015.95
909,8.582941715,3994.92
910,9.238312512,3998.77
911,9.290390493,4029.11
912,9.470749708,4056.4
913,11.51915587,3992.34
914,10.63601665,3999.06
915,9.552220916,4011.92
916,9.360668251,3994.11
917,9.842751131,3935.89
918,8.5029488,3947.74
919,5.40048222,4048.51
920,6.859050144,4037.37
921,6.025486365,4115.55
922,8.59027795,4114.44
923,9.911006025,4114.16
924,9.479681986,4152.53
925,-4.577804925,4882.88
926,3.996217685,4959.81
927,13.12250506,4911.24
928,14.47231675,5028.77
929,16.37172069,5053.52
930,13.75600434,5189.39
931,12.88930713,5268.71
932,15.81291527,5175.81
933,12.86413592,5310.18
934,16.57830593,5035.02
935,12.4328589,5072.85
936,10.43107505,5064.62
937,6.485562427,5152.51
938,9.058948988,5036.18
939,4.763044845,5196.65
940,5.65163468,5220.37
941,7.079826946,5276.31
942,8.097546626,5277.04
943,10.04482405,5309.28
944,11.04862777,5281.83
945,9.176779484,5377.19
946,6.96045756,5518.16
947,11.20843937,5434.19
948,15.67322975,5195.61
949,10.73376945,5292.83
950,9.035961194,5280.19
951,7.485593063,5301.29
952,7.887169895,5260.65
953,7.740538557,5269.79
954,6.434439079,5326.67
955,5.430864281,5390.16
956,2.88643478,5657.14
957,6.28491802,5771.08
958,10.93620462,5717.66
959,13.54543389,5684.47
960,12.20359699,5755.72
961,9.163260759,5936.72
962,7.251965008,6146.91
963,7.241603898,6348.02
964,-0.917843025,7248.31
965,12.02299807,6978.63
966,5.232282448,7823.11
967,10.65820568,7992.69
968,13.34065719,8206.9
969,21.30751358,7885.96
970,27.86808138,7362.22
971,22.23655186,7265.05
972,2.811364811,8193.7
973,5.843558349,8007.03
974,10.2507205,7952.5
975,13.84869918,7625.93
976,8.37769936,7880.29
977,5.899470228,8003.26
978,6.973823042,8071.45
979,2.270867287,8744.42
980,8.398904146,8770.06
981,11.10426787,8719.88
982,14.60943113,8662.98
983,19.32615984,8272.46
984,12.3697884,8553.81
985,10.01245004,8554.8
986,6.935737307,8739.03
987,15.63350797,8134.92
988,16.0695976,7675.8
989,7.375859729,7786.04
990,2.652986022,7803.23
991,-1.556523543,7998.29
992,2.632253809,7931.34
993,6.937529696,7640.61
994,1.781123181,8020.38
995,4.226914212,7917.58
996,4.70682078,8173.06
997,7.885751295,8237.88
998,4.632023912,8693.6
999,7.480147401,8859.47
1000,9.844939924,8978.99
1001,9.294703372,9327.48
1002,16.18632636,9076.18
1003,13.20347189,9281.7
1004,11.09623681,9531.35
1005,5.371136177,10209.38
1006,6.113788659,10668.63
1007,10.13473392,10814.48
1008,12.59156846,11017.5
1009,8.974704103,11766.4
1010,3.985239149,12932.55
1011,27.86135458,11132.85
1012,12.71433949,12374.35
1013,17.96682684,11890.38
1014,26.49394049,10737.73
1015,18.24172518,10578.72
1016,7.059252339,10805.4
1017,-6.347897879,11984.76
1018,4.775388187,11160.49
1019,4.469547458,10955.16
1020,8.203024127,11232.04
1021,3.025034536,11477.01
1022,-0.292479712,12313.08
1023,5.640379337,12586.78
1024,15.32376176,12099.9
1025,22.93262099,11352.87
1026,11.39474691,11803.97
1027,14.03371255,11389.1
1028,21.94164221,10186.96
1029,3.973915145,10873.5
1030,14.72238545,9397.72
1031,-2.18286321,9674.28
1032,-16.26294941,10638.56
1033,-8.384022504,10535.75
1034,-1.489741628,10764.9
1035,4.118658463,10587.41
1036,10.72710339,10323.62
1037,18.17750107,9844.3
1038,11.1015661,9772.17
1039,8.668838388,9875.17
1040,5.999796195,9848.65
1041,6.22691133,9473.99
1042,4.196619271,9530
1043,2.841991438,9501.33
1044,2.364646334,9589.13
1045,-0.558507272,10084.7
1046,2.269049428,10407.17
1047,6.696886102,10529.55
1048,8.097929817,10814.57
1049,10.36242435,10980.23
1050,6.708369233,11787.99
1051,14.35393421,11465.67
1052,11.63786718,11960.82
1053,13.76234497,11996.41
1054,15.6721148,11856.64
1055,19.93774414,11282.22
1056,12.78094432,11566.84
1057,11.62253863,11386.26
1058,13.95483468,10858.12
1059,15.52926367,10016.96
1060,4.776888209,10302.17
1061,-1.726490714,10359.44
1062,-1.651415034,10214.52
1063,-2.038699453,10317.6
1064,-3.063579153,10917.26
1065,2.747483404,10760.56
1066,12.64732754,10129.4
1067,12.08832917,10111.98
1068,8.234156362,10405.81
1069,9.243120996,10143.8
1070,7.608661284,10135.06
1071,5.194944001,10360.28
1072,8.165678501,10171.95
1073,10.91882003,9717.82
1074,10.63048437,9484.55
1075,7.119428642,9577.99
1076,4.388255931,9600.9
1077,1.056359871,9769.79
1078,-1.774755407,10386.64
1079,2.189345478,10621.29
1080,7.7985025,10584.16
1081,11.79813799,10577.8
1082,16.47024032,10317.47
1083,13.18061853,10487.21
1084,12.39966387,10406.31
1085,11.80914185,10313.66
1086,12.2189437,10101.03
1087,7.956917701,10159.32
1088,3.896304821,10420.16
1089,5.920700111,10363.9
1090,7.102711188,10361.33
1091,9.222156601,10310.43
1092,9.236574082,10265.63
1093,9.664169383,10190.36
1094,9.117668435,10157.59
1095,7.534796526,10275.88
1096,8.597714677,10173.11
1097,9.557262712,9979.49
1098,7.865973893,10033.05
1099,10.58964148,9683.38
1100,20.70261225,8553.61
1101,10.72817682,8432.23
1102,4.872988476,8055.64
1103,-6.353510557,8193.9
1104,-10.82403313,8225
1105,-7.8121228,8056.74
1106,-7.859944453,8307.74
1107,-4.472124341,8322.92
1108,0.008676001,8382.03
1109,9.255992573,8236.17
1110,10.47514067,8155.48
1111,10.54404453,8147.69
1112,12.16978203,7869.74
1113,4.671780568,8212.02
1114,6.166785232,8190
1115,1.998944339,8587.92
1116,6.218262812,8586.9
1117,12.96783018,8269.73
1118,12.31824267,8308.01
1119,11.48708601,8283.76
1120,8.969166871,8353.54
1121,11.52847051,8162.16
1122,10.81502215,8002.51
1123,7.749279934,8076.78
1124,6.780615526,7954.15
1125,5.426615792,7960.04
1126,3.016866127,8231.06
1127,5.180714679,8222.52
1128,9.700499611,8026.76
1129,16.47487401,7469.56
1130,11.93523233,7431.88
1131,-6.720003101,8666.79
1132,-5.779256651,9259.8
1133,2.408139463,9551.54
1134,15.26094868,9218.76
1135,15.40220519,9433.35
1136,19.5273891,9164.62
1137,17.17167284,9147.98
1138,13.54042689,9252.99
1139,11.83582082,9301.18
1140,10.25446545,9206.16
1141,6.289513978,9418.05
1142,7.924225425,9310.19
1143,9.116868773,9343.34
1144,10.11108266,9204.24
1145,14.84563505,8766.04
1146,10.02788504,8809.41
1147,4.112484094,9037.12
1148,7.437568547,8717.81
1149,5.548200288,8801.52
1150,5.1478232,8762.42
1151,7.115559776,8632.32
1152,8.095021679,8457.69
1153,6.219860927,8482.7
1154,6.290984306,8503.93
1155,9.586977253,8175.99
1156,6.772082425,8120.8
1157,6.302081663,8081.81
1158,10.0114692,7617.07
1159,9.52374783,7286.35
1160,2.774273911,7324.03
1161,4.922379184,6907.4
1162,-3.924673851,7130.25
1163,-5.303297526,7163.63
1164,-6.028196441,7523.83
1165,0.915508982,7431
1166,0.916886645,7757.47
1167,10.28571847,7557.72
1168,14.69231166,7402.69
1169,13.95075803,7309.59
1170,12.41382798,7296.77
1171,10.58320665,7192.85
1172,5.497688525,7395.97
1173,3.017853538,7547.19
1174,6.780942076,7504.83
1175,7.132158302,7522.39
1176,11.68450431,7337.42
1177,12.56707117,7220.76
1178,10.43645977,7202.31
1179,8.267377563,7189.16
1180,6.427719252,7251.87
1181,8.306752207,7067.74
1182,6.059177215,7111.14
1183,9.229479393,6879.54
1184,10.67257095,6612.12
1185,-1.954011391,7284.29
1186,3.639365671,7150.86
1187,5.865116865,7190.17
1188,8.987854661,7143.2
1189,4.792680604,7514.41
1190,11.25978769,7322.08
1191,12.48246407,7250.69
1192,12.99484902,7192.72
1193,12.13357224,7194.4
1194,7.759225986,7243.93
1195,7.213194356,7301.07
1196,6.610788091,7385.36
1197,10.63700959,7219.6
1198,9.485253538,7168.31
1199,9.107811372,7175.68
1200,11.58434856,6944.33
1201,3.793503435,7326.35
1202,5.097673844,7347.89
1203,7.053151082,7351.57
1204,3.582360791,7759.24
1205,2.910249565,8165.47
1206,10.94559174,8042.65
1207,16.89062133,7817.92
1208,11.22043187,8184.66
1209,14.70829179,8021.49
1210,10.98276154,8173.97
1211,11.97701351,8105.24
1212,3.388359379,8842.42
1213,7.934849927,8813.89
1214,11.74800738,8722.03
1215,11.56960091,8900.34
1216,13.23695013,8910.85
1217,14.97164808,8703.36
1218,14.36595004,8626.47
1219,10.39238853,8722.26
1220,10.40418413,8658.94
1221,10.53282619,8388.11
1222,7.785097165,8428.17
1223,7.891629368,8327.36
1224,2.882158518,8588.42
1225,1.037894697,8895.78
1226,0.822309527,9385.69
1227,8.564869623,9279.81
1228,9.629447627,9502.37
1229,14.45936821,9333.77
1230,14.44929354,9378.09
1231,14.08870488,9314.56
1232,14.42104904,9162.14
1233,11.52494481,9162.14
1234,4.60408048,9614.9
1235,4.310318597,9755.66
1236,7.561857722,9807.54
1237,8.696108699,9907.12
1238,8.767346794,10162.41
1239,14.08627151,9854.79
1240,9.248153163,10275.38
1241,10.07739014,10354.3
1242,12.61152011,10242.43
1243,10.60878519,10368.53
1244,15.46370144,9904.17
1245,12.09134792,9937.67
1246,11.7543135,9703.93
1247,3.152205069,10180.65
1248,11.0088787,9604.72
1249,7.686583371,9606.86
1250,5.064272834,9696.58
1251,5.501420433,9669.63
1252,2.027045338,9989.39
1253,9.181968069,9663.75
1254,12.6813976,9309.15
1255,16.38061592,8785.52
1256,7.348199704,8804.72
1257,5.163236852,8712.35
1258,3.507151378,8534.17
1259,-3.226148381,8912.82
1260,-0.482529417,8912.82
1261,2.820142556,8754.34
1262,5.525375689,8758.9
1263,3.992143805,9067.39
1264,6.877281175,9155.89
1265,11.69512625,8898.63
1266,22.14834537,8039.38
1267,16.02217634,7931.94
1268,6.994756815,7885.46
1269,0.408863956,7936.65
1270,56.11493229,4830.21
1271,-3.777490833,5609.03
1272,-22.68122751,5166.26
1273,-43.46170514,5348.44
1274,-42.74188163,5026.35
1275,-39.47050487,5357.61
1276,-31.27262727,5410.23
1277,-30.75467837,6195.2
1278,-17.61448469,6226.44
1279,14.25573442,6189.85
1280,21.6780597,5822.62
1281,8.998462186,6502.16
1282,6.972106192,6768.49
1283,12.99787506,6698.46
1284,13.80802308,6763.75
1285,22.03129936,6369.09
1286,18.02626914,6260.95
1287,19.20530584,5885.41
1288,2.33782403,6405.29
1289,3.577435461,6428.28
1290,0.150778456,6652.87
1291,1.966210978,6809.11
1292,8.746656092,6741.67
1293,9.050760897,6871.69
1294,13.65459181,6777.44
1295,5.463468527,7343.2
1296,12.23143764,7205.55
1297,10.56938898,7365.03
1298,13.71640558,7293.69
1299,19.69501507,6873.24
1300,14.43774376,6891.6
1301,10.21585911,6915.37
1302,8.011399575,6857.66
1303,6.80008501,6871.95
1304,7.710576318,6623.8
1305,-0.010197609,7112.27
1306,3.631007288,7034.89
1307,3.463935161,7259.36
1308,10.54048446,7130.04
1309,15.76199521,6840.24
1310,12.70074482,6852.52
1311,6.167290788,7130.99
1312,2.238623408,7477.6
1313,7.065922476,7507.08
1314,8.757004201,7549.52
1315,9.972773676,7699.27
1316,10.32149471,7790.66
1317,12.52238852,7765.33
1318,1.722007065,8777.63
1319,10.28007791,8628.77
1320,11.79042762,8824.66
1321,12.74370752,8973.82
1322,15.72052278,8903.95
1323,15.89293398,8885.93
1324,12.85054956,9030.96
1325,10.84463355,9170.79
1326,3.553251474,10002.48
1327,9.171319054,9821.8
1328,16.27752931,9527.39
1329,24.69720267,8754.46
1330,18.55302148,8617.25
1331,8.225332373,8814.53
1332,-0.760926478,9305.93
1333,-2.88658956,9790.31
1334,8.921740856,9303.59
1335,7.742398644,9385.7
1336,6.920114525,9669.4
1337,8.849323924,9719.37
1338,10.93621046,9785.74
1339,14.8715909,9510.67
1340,18.15681288,9057.57
1341,10.87165499,9167.26
1342,5.972329192,9178.32
1343,10.75903222,8730.73
1344,4.827417873,8899.66
1345,3.439855107,8842.85
1346,-0.473058661,9197.54
1347,-1.194365609,9569.21
1348,6.491053163,9425.98
1349,8.070450254,9698.1
1350,13.22416412,9450.84
1351,5.408012658,10204.23
1352,16.9440265,9525.57
1353,13.40148766,9658.04
1354,10.88685016,9794.56
1355,11.69138138,9623.75
1356,9.110150843,9670.43
1357,8.208260006,9753.85
1358,7.537018772,9782.59
1359,9.142825254,9775.15
1360,6.127359085,9892.13
1361,15.60260519,9286.42
1362,9.701198336,9459.97
1363,7.081701072,9473.5
1364,8.054702752,9330.07
1365,5.730889359,9426.7
1366,4.73514548,9526
1367,6.723860628,9454.81
1368,8.247982657,9380.03
1369,8.389161097,9300.15
1370,8.771211115,9357.43
1371,8.525168007,9284.78
1372,3.749696643,9691.9
1373,7.400339511,9621.49
1374,12.52970263,9276.58
1375,11.2623068,9240.85
1376,10.42392606,9154.45
1377,9.925517626,9004.23
1378,6.195074969,9127.47
1379,4.85150374,9185.35
1380,6.534696073,9133.97
1381,4.793369919,9236.38
1382,7.933609609,9087.98
1383,9.110454121,9072.42
1384,7.949511244,9131.31
1385,8.501573978,9089.09
1386,5.983492742,9348.91
1387,8.327165127,9256.23
1388,7.145469214,9440.07
1389,11.14815588,9238.04
1390,9.941955884,9287.4
1391,10.49632119,9235.96
1392,9.036278523,9295.9
1393,9.244889063,9238.13
1394,8.846215261,9254.52
1395,8.621803288,9193.51
1396,9.226410508,9131
1397,7.59205534,9154.19
1398,7.66818453,9174.71
1399,7.103523059,9214.66
1400,8.303419577,9163.87
1401,5.849491766,9392.66
1402,6.227773127,9537.4
1403,7.677444412,9613.11
1404,10.50669361,9551.28
1405,9.741099616,9707.5
1406,8.335787798,9938.83
1407,0.341154713,11042.4
1408,8.623950661,10934.94
1409,12.10573859,11102.67
1410,14.87280818,11114.93
1411,13.61656531,11343.88
1412,10.06821733,11823.69
1413,19.2772494,11077.77
1414,15.01301736,11242.57
1415,13.48305849,11194.25
1416,4.978256761,11750.28
1417,7.21918868,11772.94
1418,10.5486823,11605.6
1419,9.931723569,11767.6
1420,11.07915894,11684.06
1421,7.921856997,11893.03
1422,14.50020606,11392.43
1423,10.07185391,11573.11
1424,7.46764054,11777.43
1425,6.907774923,11774.38
1426,6.969782905,11873.98
1427,8.38098453,11914.01
1428,6.079293224,12293.72
1429,11.48117816,11969.53
1430,12.92009437,11734
1431,10.93728504,11865.82
1432,12.29371516,11522.8
1433,7.761456168,11683.44
1434,7.116493905,11653.02
1435,5.738673502,11763.93
1436,10.19674756,11337.4
1437,6.443305375,11467.37
1438,8.114400212,11302.01
1439,5.493627904,11534.75
1440,6.091904767,11481.64
1441,5.737093084,11707.78
1442,7.560003863,11659.57
1443,6.671929136,11923.25
1444,12.78644416,11397.44
1445,24.02249797,10187.51
1446,10.62074376,10467.89
1447,7.300007746,10159.62
1448,-0.07418539,10254.93
1449,-2.54750301,10367.74
1450,0.328736485,10121.52
1451,0.484959986,10227.83
1452,-0.234074578,10352.66
1453,3.222679257,10395.44
1454,8.070779779,10446.44
1455,9.414956368,10330.77
1456,7.015742301,10674.64
1457,7.501703784,10785.62
1458,7.696061997,10948.43
1459,10.51466427,10943.89
1460,11.63375182,10931.79
1461,10.31214401,11081.43
1462,12.26512037,10919.65
1463,16.02209477,10430.46
1464,11.341861,10532.22
1465,10.69968913,10234.48
1466,2.516065246,10732.43
1467,3.73167018,10692.84
1468,5.265368484,10732.4
1469,6.891023693,10774.24
1470,8.649351558,10692.33
1471,7.896064611,10840.8
1472,10.2168883,10777.92
1473,11.20810835,10619.24
1474,11.16813052,10575.06
1475,8.82309804,10551.77
1476,6.839702173,10673.46
1477,5.983316895,10788.56
1478,8.806524848,10603.74
1479,8.441497681,10670.8
1480,5.971794506,10923.3
1481,6.48206444,11063.19
1482,6.832007696,11302.67
1483,8.985383814,11376.61
1484,9.757694742,11540.04
1485,12.37164701,11428.24
1486,12.26805036,11431.32
1487,11.49465376,11503.73
1488,12.59793966,11327.57
1489,10.43584659,11366.51
1490,8.16025497,11508.2
1491,5.98725405,11758.16
1492,6.4837366,11925.46
1493,1.782429115,12831.56
1494,6.955054204,12990.25
1495,12.23031287,12944.52
1496,13.03841691,13128.46
1497,15.24586516,13036.77
1498,14.35711887,13076.37
1499,8.960145903,13651.47
1500,13.14281333,13289
1501,11.64193351,13458.66
1502,9.768143298,13564.72
1503,8.365353676,13810.32
1504,10.25545352,13758.88
1505,11.9333075,13575.17
1506,8.239525605,14023.31
1507,8.565799604,14155.59
1508,0.137056402,15591.39
1509,7.623251295,15595.77
1510,17.57114472,14839.84
1511,12.72267566,15490.6
1512,14.12639055,15328.53
1513,13.40062194,15317.04
1514,10.01469189,15708.65
1515,6.716486878,16295.57
1516,9.661535841,16339.33
1517,11.71977606,16091.07
1518,12.94069207,15968.16
1519,8.458372028,16725.15
1520,3.884494129,17679.72
1521,8.203427491,17798.45
1522,12.08512687,17820.57
1523,9.245179263,18687.45
1524,11.98130188,18699.75
1525,15.28330241,18422.28
1526,15.14557549,18398.91
1527,9.899160065,19172.52
1528,12.88809454,18739.8
1529,20.80159379,17151.44
1530,14.13120047,17138.87
1531,5.068446576,17732.42
1532,0.069563039,18191.6
1533,-4.608069803,19709.73
1534,8.278777567,18792.52
1535,9.460628764,19226.97
1536,9.54043724,19454.54
1537,15.59412839,18670.49
1538,12.22002547,19155.06
1539,10.04043367,19377.66
1540,10.72846424,19181.41
1541,14.89830151,18318.87
1542,8.136714601,18554.15
1543,9.475585062,18247.76
1544,7.761804858,18029.36
1545,1.401658357,18803.44
1546,2.937505673,19164.48
1547,5.118428875,19276.59
1548,7.088731636,19439.75
1549,0.840656046,21379.48
1550,2.367902329,22847.46
1551,8.937476198,23150.79
1552,11.83119809,23869.92
1553,17.94667668,23490.58
1554,21.66315615,22745.48
1555,13.44541277,23824.99
1556,15.3259758,23253.37
1557,11.65695289,23715.53
1558,6.468174271,24693.58
1559,1.831463942,26443.21
1560,8.9434301,26246.58
1561,9.525858388,27036.69
1562,12.14574945,27376.37
1563,9.58863081,28856.59
1564,12.04684991,28982.56
1565,13.25719319,29393.75
1566,5.843623239,32195.46
1567,8.83008775,33000.78
1568,16.29273408,32035.03
1569,11.40453511,34046.67
1570,6.159579121,36860.41
1571,5.303901319,39486.04
1572,9.297069777,40670.25
1573,16.50052822,40240.72
1574,24.60322821,38240.09
1575,28.84063617,35544.94
1576,24.05736504,34011.82
1577,3.786299489,37393.13
1578,-2.019938898,39158.47
1579,7.494442543,36828.52
1580,9.113385892,36065.2
1581,8.114263208,35793.01
1582,4.404005941,36632.35
1583,7.320115223,36020.13
1584,9.547164402,35538.98
1585,24.55782886,30797.88
1586,3.425613004,33002.38
1587,-0.091640265,32099.74
1588,-1.067493781,32276.84
1589,-0.518736794,32243.26
1590,0.161007563,32541.8
1591,7.729578449,30419.17
1592,-2.735787634,33403.17
1593,-1.226294278,34314.26
1594,8.02772797,34318.1
1595,13.2528171,33136.46
1596,12.56430197,33522.9
1597,6.077311363,35529.66
1598,3.207914724,37676.25
1599,10.33003013,37002.09
1600,11.22449384,38278.61
1601,10.35662188,39323.26
1602,13.9733789,38928.1
1603,-1.825637437,46364.3
1604,7.438493143,46589.58
1605,18.40635371,44878.17
1606,12.67014165,48013.38
1607,16.2261008,47471.4
1608,17.54466822,47185.19
1609,12.78042051,48720.37
1610,14.63374517,47951.85
1611,12.01022736,49160.1
1612,4.419648144,52118.23
1613,9.619371596,51608.15
1614,5.265443109,55916.5
1615,9.766502,56001.2
1616,11.25579049,57487.86
1617,20.90012765,54123.4
1618,29.26300263,48880.43
1619,15.25915017,50624.84
1620,16.19618075,46800.42
1621,5.882516677,46340.31
1622,0.269693098,46155.87
1623,-3.810949339,45113.92
1624,-12.90403431,49618.43
1625,-5.348541227,48356.04
1626,-1.420036223,50477.7
1627,11.89496386,48448.91
1628,10.29793755,48861.38
1629,11.99859597,48881.59
1630,6.640435462,51169.7
1631,6.627041645,52299.33
1632,5.832754424,54881.52
1633,7.261523455,55997.23
1634,9.473204033,57764
1635,13.65914569,57253.28
1636,8.957296074,61258.73
1637,16.15048644,59133.47
1638,22.69232282,55754.72
1639,15.20253486,56872.38
1640,8.158809374,58913
1641,9.613253915,57665.9
1642,8.217071043,58075.1
1643,7.96893471,58085.8
1644,10.10584151,57411.17
1645,13.12836056,54204.96
1646,9.208203376,54477.46
1647,11.02859285,52508.23
1648,7.756408058,51415.92
1649,-3.934625286,55074.47
1650,-1.529507867,55863.93
1651,2.940470882,55783.71
1652,3.574072342,57627.67
1653,6.210986978,58730.13
1654,11.14661124,58735.25
1655,12.48591069,58736.92
1656,12.89520513,59031.32
1657,16.63789041,57076.49
1658,10.6953306,58206.55
1659,7.952567845,59054.1
1660,10.30855587,58020.46
1661,12.78940744,55947.27
1662,5.93036449,58048.59
1663,6.107364297,58102.58
1664,4.193849056,59774
1665,6.363189967,59964.87
1666,9.859281609,59834.74
1667,4.800811458,63554.44
1668,9.385550757,62969.12
1669,11.50132545,63252.63
1670,16.31475983,61455.98
1671,16.13505972,60087.09
1672,19.45495386,56251.48
1673,11.92907482,55703.14
1674,3.893575851,56507.91
1675,6.125990516,53808.8
1676,3.797500742,51731.71
1677,0.864436584,51153.13
1678,-0.957144045,50110.53
1679,-0.630638028,49075.58
1680,-10.43503469,54056.64
1681,-3.530857393,55071.46
1682,3.926334058,54884.1
1683,10.31718934,53584.15
1684,5.325936999,57796.62
1685,9.766190042,57857.5
1686,14.46288774,56610.46
1687,13.42613805,57213.33
1688,21.22225387,53241.72
1689,6.303202036,57473.23
1690,8.150802734,56428.16
1691,6.709991073,57380.27
1692,6.403865415,58928.81
1693,8.584014468,58280.73
1694,14.27617414,55883.5
1695,10.97596772,56750
1696,24.30823427,49007.09
1697,12.97803584,49702.27
1698,1.365229204,49922.52
1699,3.673718527,46736.58
1700,-2.271257332,46441.64
1701,-1.236708343,43596.24
1702,-4.622589401,42912.19
1703,7.110690522,36964.27
1704,-16.0905922,40784.32
1705,-2.631441362,37280.35
1706,-9.394931935,37528.3
1707,-5.094742607,34754.54
1708,-14.72874413,38728.59
1709,-9.182561261,38410.5
1710,-2.975372797,39266.04
1711,4.546866507,38445.29
1712,19.49620033,35689.62
1713,14.08829528,34647.67
1714,7.092186356,35684.59
1715,-0.668408918,37310.54
1716,5.458989063,36662.64
1717,2.044747033,37585.24
1718,2.246693201,39188.59
1719,12.40687007,36885.51
1720,16.17382916,35530.38
1721,12.76383188,35816.17
1722,16.46874744,33514.87
1723,8.810665659,33450.19
1724,-7.170809231,37338.36
1725,0.547599503,36704.57
1726,3.203458598,37313.18
1727,11.03374817,35494.9
1728,3.415175879,39066.82
1729,4.868009575,40525.8
1730,10.34645399,40188.56
1731,19.23738451,38324.87
1732,18.25291974,38068.04
1733,19.60556537,35729.82
1734,13.15008028,35524.17
1735,6.161833329,35592.35
1736,16.01738904,31686.55
1737,0.846879912,32447.59
1738,-8.547781275,33674.66
1739,-9.218733659,34639.38
1740,6.13798692,31640.58
1741,3.106387713,32160.91
1742,-1.821824361,34644.45
1743,2.951838284,34456.67
1744,2.327751045,35847.7
1745,12.25370697,35047.36
1746,17.82815667,33536.88
1747,13.1731117,33856.86
1748,7.265244439,34688.98
1749,7.241369819,35309.3
1750,13.05080416,33747.97
1751,8.523794427,34211.01
1752,9.535725332,33839.04
1753,10.05168061,32877.41
1754,5.282428406,33818.52
1755,7.31550407,33515.57
1756,5.065786355,34227.64
1757,9.190899017,33158.25
1758,9.381145984,32686.56
1759,8.724825962,32814.61
1760,10.19691396,31738.59
1761,8.430865408,31421.25
1762,6.280330911,31520.66
1763,3.302743215,31783.49
1764,7.064190275,30815.94
1765,8.305066121,29790.24
1766,-0.554362265,32118.06
1767,2.218864655,32297.89
1768,1.812157567,33581.63
1769,5.852751495,34279.34
1770,7.633362937,35365.2
1771,6.665556507,37318.14
1772,6.41890455,39405.95
1773,11.19819796,40002.53
1774,15.81090174,40005.93
1775,11.3385515,42214.15
1776,15.73623643,41659.06
1777,20.35985799,40000.46
1778,19.35935017,39193.94
1779,17.31809403,38138
1780,6.81203917,39750.14
1781,2.231886092,40882
1782,0.38065858,42825.95
1783,2.558783748,44634.13
1784,9.699418573,43816.14
1785,7.751968035,46333.46
1786,14.0514887,45608.37
1787,15.21370313,45611.46
1788,17.95897312,44417.78
1789,7.286577335,47833.98
1790,10.75609112,47112.19
1791,11.40554486,47056.41
1792,13.53749882,45982.55
1793,15.68383192,44648.57
1794,10.29104438,44777.86
1795,3.871336092,46734.65
1796,0.231530591,49327.75
1797,7.206670447,48932.02
1798,8.411088517,49335.68
1799,11.23708163,49523.5
1800,16.07704532,47744.58
1801,11.42249777,48972.09
1802,15.13730821,46962.8
1803,7.40818204,49056.86
1804,7.422500238,48897.65
1805,7.150601314,48806.78
1806,11.90227308,47074.77
1807,9.565588301,47155.87
1808,4.237841466,48862.76
1809,5.578581477,49329.01
1810,5.490481554,50035.33
1811,9.498687341,49947.38
1812,6.533801569,51769.06
1813,7.852516946,52677.4
1814,22.96089099,46809.17
1815,19.15018616,46078.38
